level,category,sort,name,resembleTags
2,剧情类别,1652,益智,"智力开发","逻辑思维","推理","思维逻辑","智力开发","创造力","儿童益智","想象力","逻辑能力","思维训练"
2,剧情类别,1653,手工,"玩玩具","DIY","彩泥","手工DIY"
2,剧情类别,1654,科幻,"奇幻","未来","儿童奇幻","外星人"
2,剧情类别,1655,冒险,"竞技","挑战","儿童历险","探险"
2,剧情类别,1656,机器人,"战斗","格斗","动作","机战","机甲"
2,剧情类别,1657,搞笑,"幽默","儿童搞笑","轻松","喜剧"
2,剧情类别,1658,百科,"科学","自然","认知","认知能力","科普","自然","探索","纪实","探索能力","海洋","探索发现","探索纪实","人文","宇宙","社会文化","世界文化","太空"
2,剧情类别,1659,动物,"恐龙","萌宠","宠物","动物（会说人话）","动物（不会说话）"
2,剧情类别,1660,交通工具,"船","汽车","火车","飞机"
2,剧情类别,1661,情商,"逆商","逆商培养","情商培养","社交","情绪管理","社交能力","人际交往"
2,剧情类别,1662,国学,"传统文化","诗词","国语","成语谚语","唐诗","诗歌","少儿经典","三字经","国学启蒙"
2,剧情类别,1663,亲子,"合家欢","亲子互动","亲情","亲子生活馆","亲子达人","家","亲子游戏"
2,剧情类别,1664,魔法,"魔幻","魔法","魔力","神怪","神魔"
2,剧情类别,1665,好习惯,"独立自主","习惯养成","环保","生活习惯","会分享","讲礼貌","爱劳动","讲卫生","刷牙","睡觉"
2,剧情类别,1666,艺术,"艺术素养","音乐剧","艺术欣赏"
2,剧情类别,1667,原创,""
2,剧情类别,1668,启蒙,"启蒙","语言启蒙","早教","启蒙教育","早教益智","认知启蒙","文学启蒙","益智启蒙"
2,题材,1669,动画,"动画片","卡通","动漫卡通"
2,题材,1670,玩具,"趣味玩具","趣味食玩","积木","创意玩具","玩具蛋","积木拼插","玩玩具"
2,题材,1671,儿歌,"童谣","经典儿歌","卡拉OK","儿童音乐","外文儿歌","故事儿歌"
2,题材,1672,电影（少儿）,"动画电影","电影","电影版"
2,题材,1673,绘本,"绘本故事","有声绘本"
2,题材,1674,故事,"寓言故事","童话","神话传说","神话","童话故事"
2,题材,1675,知识,"拼音","识字","课程","爱学习","听力","教育","课程辅导","儿童教育","口语","健康","字母","语言培养","语言能力","颜色认知","素质教育","疾病保健","分级阅读","财商"
2,题材,1676,音频,""
2,题材,1677,真人,"真人特摄","真人特摄剧","真人版"
2,题材,1678,少儿综艺,"儿童综艺"
2,题材,1679,动漫（少儿）,"动漫卡通","国漫","番剧","动漫"
3,子类别,1680,公主,""
3,子类别,1681,王子,""
3,子类别,1682,日常生活,"日常","生活","生活日常"
3,子类别,1683,美食,"食玩"
3,子类别,1684,口才,"表达","表达能力"
3,子类别,1685,专注力,""
3,子类别,1686,正义,""
3,子类别,1687,热血,""
3,子类别,1688,励志,""
3,子类别,1689,安全,"安全教育","安全意识"
3,子类别,1690,救援,""
3,子类别,1691,团结,"团队协作"
3,子类别,1692,友情,""
3,子类别,1693,经典,""
3,子类别,1694,品质极好,""
3,子类别,1695,品质较好,""
3,子类别,1696,品质较低,""
3,子类别,1697,英雄,"超级英雄（美式）","英雄（勇者）"
3,子类别,1698,职业,"老师","工程师","消防员"
3,子类别,1699,悬疑,""
3,子类别,1700,情感,"友情","治愈","恋爱","爱"
3,子类别,1701,品德,"德育故事"
3,子类别,1702,记忆力,""
3,子类别,1703,游戏,""
3,子类别,1704,校园,"青春","学校"
3,子类别,1705,领导力,""
3,子类别,1706,开箱视频,""
3,子类别,1707,纪录片,""
3,子类别,1708,角色扮演,""
3,子类别,1709,旅游,""
3,子类别,1710,悬疑,""
3,子类别,1711,城市,""
3,子类别,1712,萌系,""
3,子类别,1713,才艺,""
3,子类别,1714,侦探,""
3,子类别,1715,怀旧,""
3,子类别,1716,育儿,""
3,适龄,1717,0-3岁,"1","2","3","0岁","1岁","2岁","3岁","幼儿动画","0岁以前"
3,适龄,1718,4-6岁,"4","5","6","4岁","5岁","6岁","3-6岁"
3,适龄,1719,7-12岁,"7","8","9","10","11","12","7岁","8岁","9岁","10岁","11岁","12岁","7-10","7-10岁","11-13","11-13岁","少年向","少年"
3,适龄,1720,13-18岁,"14-17","14-17岁","13","14","15","16","17","13岁","14岁","15岁","16岁","17岁"
3,适龄,1721,18岁以上,"18","18岁","18以上"
3,适龄,1722,全年龄向,""
3,适性别,1723,男,"男孩喜欢"
3,适性别,1724,女,"女孩喜欢","美少女","少女"
3,适性别,1725,不区分性别,""
3,教育阶段,1726,学龄前,"大班","中班","小班"
3,教育阶段,1727,小学,"一年级","二年级","三年级","四年级","五年级","六年级","小升初"
3,教育阶段,1728,初中,""
3,教育阶段,1729,高中,""
3,教育阶段,1730,大学,""
3,教育阶段,1731,研究生,""
3,教育阶段,1732,成人,""
3,学科,1733,幼教,"幼升小"
3,学科,1734,语文,""
3,学科,1735,英语,"英文","学英语","单词"
3,学科,1736,数学,""
3,学科,1737,物理,""
3,学科,1738,化学,""
3,学科,1739,生物,""
3,学科,1740,地理,""
3,学科,1741,历史,"历史题材"
3,学科,1742,政治,""
3,学科,1743,美术,"绘画"
3,学科,1744,音乐,"乐器"
3,学科,1745,体育运动,"体育","体育竞技","运动","做运动"
3,学科,1746,国学美德,""
3,学科,1747,舞蹈,"歌舞"
